content,Label
"Aplikasi yang sengat membantu,dan pelayanan,dan respon yang cepat",Positif
"Sangat puas dengan aplikasi dan buat pemula juga mudah untuk di pahami ini sangat baguss, transaksi sangat cepat Untuk Cs juga sangat ramah",Positif
"Aplikasi yang memudahkan orang, tidak Ribet. Sangat membantu sekali...",Positif
Sangat rekomen sekali aplikasi ini karena ga ribet dan mudah dipahami..,Positif
mudah untuk depo dan wdnya,Positif
"Aplikasi Triv Membawa Keseruan dan Pengetahuan Baru Saya telah menggunakan aplikasi Triv selama beberapa minggu terakhir dan saya sangat senang dengan pengalaman saya. Aplikasi ini merupakan kombinasi yang sempurna antara keseruan dan pengetahuan baru. Salah satu hal yang saya sukai tentang Triv adalah antarmuka pengguna yang ramah dan intuitif. Navigasi di aplikasi ini sangat mudah, sehingga saya tidak mengalami kesulitan dalam menjelajahi berbagai kategori dan pertanyaan yang tersedia",Positif
aplikasi crypto terpercaya mudah dalam bertransaksi tingkatkan terus kualitas aplikasinya,Positif
"Aplikasi yg sangat bermanfaat,cocok bagi pemula yg ingin mendapatkan cuan dengan cara yg mudah..pokoknya tidak salah mendownload aplikasi ini ...menu mudah di pahami penarikan gampng...bintang 5 langsung lah",Positif
"Wow, aku benar-benar terkesan dengan aplikasi Triv - Beli & Trading Crypto! Antarmukanya yang intuitif membuatnya mudah digunakan, bahkan bagi pemula sekalipun. Fitur beli dan jual yang mudah dipahami memudahkan saya dalam melakukan transaksi dengan cepat. Selain itu, fitur pengamatan pasar yang disediakan juga sangat membantu saya dalam melacak tren dan memutuskan kapan waktu yang tepat untuk bertransaksi.",Positif
Aplikasinya mantap sekali recommended untuk pemula yang pengen belajar,Positif
"Apk Triv beli dan staking crypto sangat bagus sekali ,saya suka ,",Positif
Aplikasinya bagus mudah dipahami cocok untuk pemula seperti saya csnya juga ramah,Positif
"Aplikasi ini sangat bagus...... Fiturnya keren dan mudah untuk di pahami. Aplikasi ini sangat terpercaya, bakalan cuan deh kalo download aplikasi ini",Positif
"Cara cara tranding Untuk pemula mudah di mengerti,, fitur-fiturnya juga bagus.. Mudah untuk d pelajari untuk para pemula",Positif
"Buat yang mau Beli dan Jual Crypto, Di Aplikasi ini Triv-Beli & Staking Crypto saja",Positif
"Aplikasi yang sangat bagus, dengan aplikasi ini sy bisa mengetahui banyak hal tentang naik turun nya cripto beli dan stalking, ayo download sekarang",Positif
"Aplikasinya oke banget, antarmukanya keren, gampang dipahami. Mantap deh",Positif
"Lebih mudah di pahami, mantap dan ringan.. Tidak seperti aplikasi lain, ini lebih dapat saya pahami, terima kasih triv sukses selalu",Positif
Aplikasi bagus...fitur lengkap dan mudah dipahami dan dijalankan.,Positif
Aplikasi yang sangat bagus karena mudah di pahami 👍👍👍,Positif
"Intinya ini aplikasi bukan sembarang aplikasi, silahkan coba,,,, sangat recomended",Positif
"Aplikasi yang ringan dan mudah dipahami banyak orang, transaksi mudah dan cepat sekali",Positif
"Aplikasinya mudah banget dipahami,simpel gak ribet. Buat pemula pun mudah untuk mempelajarinya. Aplikasinya yang terpercaya, sangat rekomendasi buat pemula yang baru belajar",Positif
"4 Juli 2023 Selama ini pakai Aplikasi Triv sangat puas, untuk fitur2 nya juga lengkap, mudah di pahami. Yg bikin puas deposit dan tarik uang rupiah bisa real time 24 jam dan hari libur pun juga bisa.",Positif
Aplikasi nya lumayan bagus mudah dipahami. Klau ada kendala cs juga gampang dihubungi . Rekomendasi deh buat apk ini,Positif
Mantap in aplikasinya. Antarmukanya sdrhana dan mudah dipahami. Smngt pelajari dulu. Semoga berjalan lancar.. Ayo download aplikasinya ...,Positif
"Rekomendasi banget deh aplikasi nya, mudah banget dipahami, gak ribet yang pasti gampang banget dipahami. Pasti cuann dong.",Positif
Aplikasinya keren...interfacenya simpel dan mudah dipahami...cocok untuk pemula yang ingin belajar trading crypto..pokoknya mantab deh triv...,Positif
"Aplikasinya keren,fitur aplikasi mudah di pahami dan pencairan dana sangat cepat",Positif
"Aplikasinya sangat bagus. Transaksinya sangat cepat, dan sangat responsif sekali CS nya",Positif
"Sangat mudah di pahami. Dan kerja aplikasinya sangat bagus, sangat recommen bgt",Positif
"Tolong tampilan nya di buat seperti android 12 lah,dan lebih lengkap seperti versi web nya juga",Positif
"Jangan deh pakai ini aplikasi,beli Pulsa trouble, transaksi deposit trouble, layanan cs slow respon. emailpun sama. Aplikasi pantas dilaporkan. Kalau saja ada bintang 1/4 saya berikan bintang hanya 1/4.",Negatif
"Saya beli coin doge di harga 1.600, setelah transaksi berhasil keterangannya saya membeli doge coin di harga 1.700,. Kok bisa gitu???",Negatif
"Aplikasi ini membuat kita lebih mudah untuk bermain crypto , mudah untuk dipahami dan digunakan dengan ukuran file yg lebih ringan . Dengan transaksi dan deposit lebih cepat semoga kedepannya TRIV bisa lebih dikenal masyarakat luas.",Positif
"Aplikasi ini sangat rekomended buat yang mau pemula yang ingin bermain dan belajar crypto, tampilannya simple, menarik dan mudah",Positif
Semuanya lancar..tidak ada kendala sama sekali..baik mau tranfer mlm hari juga tidak ada kendala..mau wd juga masuk kerekening cepat..triv mantap.,Positif
Langkah awal Download Aplikasi Triv enak mudah di gunakan dan setor awal 25 ribu moga menghasilkan aset lainnya yg ada di Triv ini.,Positif
Menurut saya minimal transaksi buat aset kripto bisa dikecilin lagi enggak soalnya saya lebih suka melakukan dca minimal 20k ke/ brp,Negatif
Recommended untuk yg sering bayar2 pake dollar hehehe...sangat terpercaya,Positif
"Aplikasinya sangat bagus penarikan,pembelian koin atau withdraw sangat cepat fee tergolong lumayan untuk transaksi saldo kecil, hasil yang diperoleh terkadang tidak sebanding dengan fee, kekurangan buy/sell crypto tidak ada kejelasan atau tidak sesuai dengan harga yang tertera pada saat itu dan trader tidak bisa mengetahui buy/sell koin pada saat harga berapa sehingga merugikan trader, kemudian untuk pemindahan wallet ke platform lain dikenakan fee yang terlalu besar",Positif
"Min tolong diperbaiki, fitur auto stakingnya bermasalah.",Positif
"Apl ampas ,kirimnya lama potongan gede Udh potongan awal dikirimnya di potong lgi Apaapa2an potongan ga ada konfirmasi Ditelpon cs ga tersedia Jangan beli diapl ini dan uninstal Yg komen bagus itu bot sam org2 suruan Buat rating mereka bagus Rating ko dipakein jasa komen Ga laku ya aplnya",Negatif
"Fitur staking yg gak ada di exchange lokal, triv memang beda...tambah koin lain spt xec, baby doge,, pasti tambah rame triv...",Positif
"Aplikasinya bagus, bisa staking koin juga. Tolong dong ditambahin lagi koin yg bisa di stake, salah satunya Solana. Biar bisa stake di satu aplikasi aja.",Positif
"Aplikasi sangat sangat gk amanah , saya salah top up minta di refund , eh yg di refund gk sesuai .. Meskipun nilai nya tidak besar tapi itu hak & amanh orang lain .. Uinstal lahh Gak direkomendasikan buat download apk ini..",Negatif
No walletnya berubah saat ingin menyimpan kemudian waktu mungkin tidak dianjurkan untuk menyimpan nomor wallet,Negatif
Proses trima cryptonya lama Pernah hilang 8 dollar tapi penarikan ke rupiah paling flexible,Negatif
"Kasih FAQ di app nya lah min. Blum ada keterangan soal berapa fee buat kirim crypto, brp minimum withdraw, tentang dompet, tentang gadai, tentang staking dll. Tapi tetep gua kasih bintang max, you know why? Cause im crazzyyyy....",Positif
"Saya melakukan pengisian pulsa lewat triv . Tapi status nya pending dan tidak masuk sudah 3 hari ,sedang saldo saya terpotong. Tidak ada layanan pengaduan kah buat triv? Apakah ada layanan pengaduan dari triv?",Negatif
"Ini baru aku suka banget sama triv..huruf nya bagus , ga hilang hilang lagi..mantap sukses triv",Positif
"Saya suka halaman tampilannya mudah banget buat dipahami, ini juga termasuk aplikasi crypto yang mudah si buat pemula",Positif
"Triv, platform jual beli Bitcoin dan aset kripto. Selain via app di Playstore ini, kita juga bisa bertransaksi via website resminya. Hanya perlu 50 ribu saja untuk mulai investasi cryptocurrency. Isi dan tarik dana bisa via e-wallet dan rekening bank Indonesia.",Positif
"beruntung nemu aplikasi ini, mudah dipahami buat pemula yang mau berinvestasi. recomended banget deh pokonya.",Positif
"Aplikasi nya sangat mudah untuk di pahami apalagi bagi pemula, selain itu aplikasi nua sangat relevan",Positif
"Aplikasi nya sangat enak di gunakan, Interface yang sangat mudah di pahami, Kemudahan dalam melakukan transaksi. Pokoknya sangat terbaik untuk digunakan. Saya pemula tapi cepat mengerti dengan tampilan dari aplikasi TRIV ini",Positif
"Aplikasi sangat cepat dan mudah di pahami, sangat recommended. Terimakasih. Good work",Positif
Jangan dah pakai apliaksi ini! Beli saldo paypal musti nunggu 24 jam baru masuk! Sangat sangat tidak profesional! Tobat kapok,Negatif
Tambilan oke sih.. fee penarikan juga murah.. selain bisa staking asset kita juga bisa buat jaminan pinjaman jadi tetep punya asset yang dimiliki..,Positif
Aplikasi invest Crypto paling mantav... 👍,Positif
"Triv sangat mudah dipahami, selain itu sudah pasti aman buat bertransaksi 👍",Positif
"Bingung! Jumlah fee, kalkulasi harga dll banyak yang gk sesuai pas transaksi udah selesai",Negatif
Tolong perbaikin system nya dong untuk melihat transaksi kita membeli coin padahal sudah klik muat lainnya tetap tidak muncul riwayat pembelian coin kita,Negatif
"Saya kasih bintang satu dulu, sebab akun saya di triv diblokir pihak triv tanpa penjelasan, dan saya dilarang membuat akun triv kembali, saya masih belum ngerti sebabnya.",Negatif
Love you full triv karena sudah sangat membantu investasi saya. Dah 3 tahun pake triv aman aman aja.,Positif
Baru download karena mau cairin dari perfect money ternyata cepat banget langsung masuk rekening. Thanks ya triv,Positif
"Kenapa dari kemarin gw ga bisa login, kirim lupa password malah ga ditanggapin, mana uang gw mau ditarik lagi , salah gw apa coba . Nyesek gw pke triv",Negatif
"Mantappp banget aplikasinya, ga nyesel udh download. Feenya paling murah, spreadnya paling rendah dibnding yang lain. Thanks ya",Positif
Aplikasi triv ini recomended bgt buat aku karna menu² di Aplikasi ini sangat mudah dan gampang di mengerti bagi pemula kaya saya udah gitu aplikasi ada juga pinjaman yg bagus dan aman,Positif
Mau masuk ke akun susahnya minta ampun udah ssminggu ga dapat email verifikasi pin,Negatif
"Triv ini sangat rekomended.. Top up nya gampang, bisa pakai DANA, OVO, Lewat Bank Apapun juga bisa.. Pelayanannya 24 jam dan kita bisa transaksi kapanpun, maju terus Triv. Terus kembangkan fitur fitur lainnya biar semakin maju dan jadi dompet crypto nomor 1 di Indonesia",Positif
"Tampilan enak, pilihan menu banyak, jual beli crypto juga mudah, recommended dah ...",Positif
"Staking AXSnya mantap banget, apynya besar dan sangat menguntungkan",Positif
"Triv aplikasi yang mudah digunakan untuk beli dan staking crypto, untuk Deposit dan tarik rupiah pun sangat mudah dan cepat ke berbagai bank tanpa hari libur. Bisa juga beli bitcoin, payal..",Positif
"Stuck, tidak bisa masuk dashboard aplikasi",Negatif
Rekomen banget.transaksi nya cepat dan mudah,Positif
"Makasih ya Triv, sebagai pemula sangat terbantu karena UI mudah dan user friendly, apalagi untuk proses penarikan dana juga relatif cepat dan lancar.",Positif
Aplikasi TRIV sangat membantu dalam transaksi dan praktis tentunya. Informasi yang disuguhkan juga sangat terupdate jadi tidak bakal ketinggalan. Maju terus! Sukses selalu TRIV!,Positif
"Cocok nih buat yg baru mau belajar crypto,, Aplikasinya keren lah pkoknya,sangat membantu,,",Positif
Aplikasinya bagus cocok untuk pemula yang ingin belajar crypto dan bisa juga untuk isi pulsa dan paket data untuk yang tempat tinggalnya jauh dari pasar atau konter. Semoga membantu banyak orang.,Positif
"Sangat mudah digunakan dan memiliki antar muka yg bersih. Fitur keamanannya sangat baik, saya sangat suka menggunakan TRIV",Positif
"Sangat membantu sekali. Ini aplikasi rekomended sekali,ada banyak sekali highlight nya pula nih, jadi gak kita bakalan ketinggal informasi melalui aplikasi triv ini, dan diisamping itu bisa pula untuk isi token listrik,pulsa DLL, terus top up juga gampang, tarik juga mudah,gak butuh lama lama. Wajib download nih kawan cus meluncur",Positif
"Aslinya aplikasi Triv mudah dan simpel dan proses jual belinya pun cepet,mantap pokonya",Positif
buat para pemula yang baru terjun ke crypto enak banget pake Triv GUI nya mudah dipahami buat yang baru terjun ke crypto,Positif
"Untuk pemula seperti saya, aplikasinya cukup mudah di gunakan, tampilan menarik, bisa top up pulsa dan bayar listrik wow lengkab sekali",Positif
Selama ini ane pake 2bulan lebih untuk transaksi lancar2 djaya aman trkendali sambil rebahan pun jadi..😎,Positif
Bintang tiga dulu..baru instal dan baru mempelajari.,Negatif
"jelek,pas mau daftar ditunggu link validasi ke email,udah nunggu ber jam-jam tidak muncul juga",Negatif
"UI nya enak, transaksi dan top up mudah, tolong banyakin lagi koin/token yang banyak rekomendasi dan jelas proyeknya, terutama koin micin yg rekomended ditambahin daftar token di apk y",Positif
Saya pemula. Dan terus belajar. Semoga Triv adalah aplikasi yang tepat untuk berinfestasi.,Positif
aplikasi paling bagus untuk jual beli. daftar dan verifikiasi engga ribet. cuman nunggu 30 menit langsung di terima. tolong tambahin dogecoin min,Positif
"Aku kasih bintang 3 dulu Karna token/coin belum lengkap ,,,memang sih ada penambahan coin/token tapi masih dikit coba kalo lengkap pasti rame..... Untuk pencairan sih lengkap Pihak triv saran saya perbanyakin mata uang cripto supaya rame.. masa kalah sama indodax",Negatif
Mantap semua lancar dan cepat . Tapi min minta tambahin koin raca dong min.,Positif
Sangat bagus.. Semoga hasil cuan nya Juga bagus 👍,Positif
Sangat recommended aplikasinya mudah dan tidak ribet,Positif
Staking disini tempatnya. Tapi tambahin jaringan buat transfer koin. Tron hanya ada BEP20. Mudahkan transaksi transfer koin dg jumlah jaringan blockchain optimal.,Positif
Aplikasinya bagus. Apalagi untuk investasi karna bisa stacking.,Positif
"Bagi pemula, susunan koin nya kurang rapi juga warna wallpaper gak bisa di ganti. Hitam2 jadi agak sulit lihat dan kurang menarik. Dan staking nya tidak bebas. Proses lagi mau un nya",Negatif
mantap banget ini aplikasi lengkap dan mudah dimengerti buat kalian yang mungkin masih belajar🥶👍,Positif
Triv merupakan pilihan yang solid bagi yang ingin terlibat dalam dunia crypto dengan pengalaman yang nyaman. Tentunya karensinya sangat update gengs,Positif
Di coba dulu kalo bagus lanjutkan,Positif
"Akhirnyaa aku nemu aplikasi sekeren ini, Crypto dan Saham as spread rendah, fitur-fitur yang mudah digunakan, selain itu tampilan nya sangat menarik suka bangett",Positif
"Di aplikasi ini kita bisa investasi dan tentu saja aplikasi ini bagus dan tidak akan menyesal untuk menggunakan nya, buruan download.",Positif
"Cocok buat pemula, audha dijamin aman dan terpercaya crypto disini 👍",Positif
"Aplikasinya sangat mudah digunakan, untuk pemula seperti saya sih rekomen banget yaa. Semoga kedepannya semakin diperbaik lagi dan lagi. Sangat puass🥰",Positif
"Keren sekali aplikasinya, mempunyai banyak pilihan investasi tetapi tetap ringan dan aplikasi mudah di jalankan.",Positif
"Aplikasi ini sangat cocok digunakan baik oleh pemula maupun yang sudah paham betul, karena aplikasinya sangat mudah untuk digunakan sesuai kebutuhan serta memberikan pengalaman pada kita semuanya.",Positif
App bagus transaksi lancar deposit juga cepat banget tidak nunggu lama langsung masuk.,Positif
"Aplikasi triv sangat recommended banget untuk semua kalangan.fitur fiturnya lengkap ada jual beli bitcoin, bayar tagihan,beli pulsa,pinjam uang, dll.",Positif
Susah daftarnya... beberapa kali gak login...payah..padahal internet stabil...,Negatif
"Aplikasi apa,an,,sudah verikasi akun dan aktiv malah ngka bisa di buka Jing lah",Negatif
"Triv cocok buat pemula di kripto! Gampang, likuiditas dan spread oke. Stakingnya menarik, dan bisa dipercaya. Pemrosesan rupiah 24 jam bikin praktis. Pantau harga Bitcoin dan berita langsung dari aplikasi. Diawasi Bappebti, aman banget! Buat yang baru nyoba, Triv recommended! 👍💰",Positif
Aplikasinya ringan & mudah dipahami.. Ada tutornya juga buat para pemula yang baru belajar ttg crypto.. Fitur-fiturnya juga bagus dan lengkap.. Recomended.,Positif
menurut saya aplikasi nya simple tampilannya ok mudah dipahami sekalipun utk pemula seperti saya,Positif
Bangus banget aplikasinya.. Membuat saya semakin mudah membeli crypto. Dan fitur lengkap,Positif
"sebagai pemula patut dicoba sih trading di sini, memudahkan sekali, gampang dimengerti..",Positif
"Aplikasinya menarik ada fitur auto invest, namun agak kecewa.. tolong diperbaiki! pas mau beli perosesnya lama.. harus beli dibagian market ya?? plis lah adain fitur batalkan daripada nunggu lama..",Positif
"Cocok nih buat yg suka staking crypto seperti saya, apalagi di bawah naungan BAPPEBTI transaksi bikin lebih aman dan nyaman",Positif
banyak fitur dan mudah dipahami,Positif
Sangat bagus sekali dan mudah di gunakan dan bermanfaat untuk saya👍👍,Positif
"Terdapat error di dalam app, seperti tidak bisa kirim atau menerima crypto, tiba-tiba langsung keluar dari app Tolong di perbaik error nya",Negatif
"Mudah dan simpel,, cocok bagi pemula",Positif
Aplikasi nya bagus banget dan sangat membantu bagi para pemula yang ingin belajar lebih banyak soal crypto,Positif
"Deposit tidak masuk2 , mending pake indodax aja",Negatif
percayalah pDaku akupun cnta trivvv krn apps ny baguss dan mudah digunakan sama fee ny paling murah sedunia,Positif
"Sdh daftar pas login ngga bsa2, terus bolak balik login minta pin lgi, aplikasi ngga terbuka",Negatif
Kayak nya keren. Tapi mau liat dulu gimana nya,Positif
"Aplikasi sangat bagus dan menguntungkan. Oh ya, apakah ada program referral, member get member? Ambil link referralnya di mana ya?",Positif
"Tampilannya membingungkan, dan mau jual coinnya susah",Negatif
Exchanger paling keren sih saat ini,Positif
"Ga jelas,udah daftar ga bisa login,sudah masukin pin dr email,malah disuruh login lagi,pas mau login malah suruh nunggu ,mending main indodax",Negatif
Gan mau tanya kenapa di aplikasi triv berbeda harga jual dan beli? Berbeda dengan apps lain kayak indodax etc,Positif
"Forget password gak dikirim link apapun ke email yang terdaftar, akhirnya tidak bisa login :)",Negatif
Aplikasi luar biasa yang sangat berguna dan sangat mengagumkan. Cara terbaik untuk membeli dan menjual serta memperdagangkan bitcoin btc. Antarmuka pengguna yang sangat keren dan bagus !! Mari semua gunakan aplikasi ini hari ini.,Positif
Aplikasi yang ringan dan mudah digunakan untuk pemula...,Positif
"Tolong lah min yang nama akun sama nama pemilik buku tabungan jangan samakan kan belum tentu pake milik pribadi bisa jadi pake tabungan keluarga,kalo sama susah min kalo mau transfer ke orang tua atau kerabat terdekat",Negatif
"Aplikasi Triv mau beli dan staking Crypto teman teman silahkan unduh aplikasi ini krna apalikasi ini sangat ringan, dan fitur fitur dalam aplikasi sangat mudah dipahi apk recomended",Positif
"Kapan lagi kalau bukan sekarang, yuk berinvestasi crypto di aplikasi Triv. Mudah banget dan gak ribet",Positif
"Aplikasi yang menurutku membantu banget buat kalian yang mau bingung nyimpen crypto. Penarikan dengan bunga yang rendah, pokoknya recommend banget",Positif
Woww aplikasi yang sangat mudah untuk digunakan apalagi buat pemula..cocok banget buat kalian yang para pemula ingin membeli cripto,Positif
"Aplikasi triv ini bagus, fiturnya lengkap dan juga mudah dipahami untuk pemula. Semoga makin top lagi aplikasinya",Positif
Aplikasi triv sangat membantu buat para pemula,Positif
"Beberapa hari belakangan ini saya TDK bisa login n topup,sdh email cs tp blum di jawab. Plis bantu dong min,spy segera bisa login",Positif
"jangan di pakai ini aplikasi, responnya lelet, widraw coin ke alamat lain gak terkirim.",Negatif
Aplikasi yang bagus. Trimakasih triv telah memberikan pengalaman yang luar biasa! 🤩,Positif
"Seneng banget bisa tau aplikasi Triv ini. cocok buat saya yang baru pemula untuk belajar tentang crypto. fiturnya mudah dipahami, terus juga CS nya fast respon, ramah dan sopan. penjelasan dari CS nya pun mudah dipahami. pokoknya suka banget deh... semangat terus buat developer TRIV :)",Positif
Aplikasi bagus dan rekomended utk pemula. Sangat mudah di pelajari.,Positif
"Makasih banget,Untuk kalian yang mau download aplikasi ini sangat rekomendasi banget mudah dipahami untuk kalian yang baru download",Positif
"Makasih Triv🙏 Aplikasi ini Sangat Rekomendet, sangat Mudah digunakan oleh Pemula seperti saya, Adminya cepat tanggap & jaringan cepat aplikasi ini benar sangat membantu saya untuk membuka crypto & saham.",Positif
".aplikasi ini bagus sekali apalgi transaksinya mudah dan praktik,juga ada pembayaran token,isi pulsa dll,pokoknya recomended banget!!!",Positif
"Aplikasi yg menurut saya oke, engga ribet dalam depo ataupun wd. Rekomendasi sih aplikasi untuk digunakan. Semoga tambah baik untuk kedepannya Triv",Positif
"Yg jadi patokan harga untuk kita beli atau jual yg mana ya?? Open 193 close 196, beli 189 jual 196. Saat aku mau jual kenapa harga jualku jadi 187?? Ketika naik, beli 196 jual 198, harga jual coin pun masih 187, banyak amat selisihnya... Ambil untungnya kebangetan dah.",Negatif
"Review change, deposite masuk. Terima kasih atas layanan nya yang cepat..",Positif
"Bintang Tiga dahulu saran ! Modernisasi logo triv ringan, menu beranda antarmuka moderen dan berikan keamanan tambahan 🔒🔒🔒🔒AUTENTICATION GOOGLE . Diberikan lima bintang penuh",Negatif
"Triv aplikasi yang sangat bermanfaat bagi seluruh kalangan,terimakasih triv sukses selalu",Positif
"Untuk kecepatan Transaksi di Triv gak perlu diragukan, coba aja kalo mau buktiin",Positif
Upgrade aplikasi yang terus menerus menjanjikan kecepatan dalam bertransaksi,Positif
parah habis. baru mulai deposit aja udh ribet. tolong diperbaiki,Negatif
"Coba iseng deposit langsung masuk, selang beberapa saat coba withdraw buat lihat seberapa lama proses nya, dan ternyata proses WD ke bank pending 👎 beberapa sampe tulisan ini dibuat pun masih pending. 👎",Negatif
"Selain Kecanggihan Teknologi, Transaksi nasabah dijamin aman dan nyaman",Positif
Kecepatan server Triv menjadikan Transaksi selalu real time,Positif
"Saya tidak tau, apakah setiap transaksi pembelian di Triv memang selama saya menonton 7 film hollywood dengan jeda 30 menit setiap film. Ini terlalu lama, saya sudah mengikuti setiap prosedur yang diberikan, tetapi sampai saat ini tidak ada yang bisa menjamin saldo yg saya beli dapat saya terima. I'am done with this app. This is suck.",Negatif
"Harga jual sama harga beli jarak nya jauh banget, baru beli koin aja langsung minus 300k Weew apaan tuh",Negatif
Saya sangat suka aplikasi ini. Jual beli crypto mudah. Akurat dan terpercaya. Liat perkembangan crypto pun mudah. Cobalah,Positif
Akhirnya nemu juga tempat staking yg mantap,Positif
Aplikasinya sangat bagus buat pemula seperti saya yang lagi belajar tentang crypto.Dan aplikasinya sangat mudah dipahami.,Positif
"Aplikasi stacking crypto terbaik, jarang ada maintenance yang mengganggu, investasi lebih mudah lewat aplikasi ini, rekomendasi buat pemula, fitur lengkap, desain mudah dipahami",Positif
"Untuk yang mau belajar investasi apk ini sangat rekomed banget , sangat membantu dan mudah di pahami",Positif
"Aplikasi triv nih sangat membantu sekali,sebab dengan aplikasi triv menyediakan transaksi jual beli dan stakyng crypto.dan menggunakan yriv sangatlah mudah..apalagi untuk pemula sebab mudah di fahami",Positif
"Aplikasi ngacook.. Apaan ni aplikasi, pas dibuka eh, malah eror. Gak jelas",Negatif
"Aku baru pake aplikasi ini tapi bagus buat pengalaman baru, cara pake juga mudah dimengerti. Thnxs",Positif
Saya suka dengan aplikasi ini karena sangat keren dengan teknologi ui nya yang modern dan canggih,Positif
"Aplikasinya keren,dan sangat membantu,,saya suka dengan aplikasi ini",Positif
"Gokil nih aplikasi. Gara2 temen jadi kenal ini aplikasi,mudah buat saya yang pemula. Keren dah daripda aplikasi sejenisnya.",Positif
Baru Instal dan maaf langsung gw Uninstal karena APK nya lemot bngts jadi gak nyaman...,Negatif
"Bagus skrg ada menu staking juga, lebih bagus ditambahi fitur limit order jg kyk indodax",Positif
"Saya sangat dirugikan banget dikarenan ada perubahan informasi tentang unstaking ,tapi tidak ada informasi yg diberikan oleh broker sesat ini, malah terus mencari pembenaran , dan ga mau tanggung jawab samsek ,seakan itu kesalahan investor,hati hati aja yg mau beli coin disini",Negatif
"Gue kira ngirim BUSD gratis sprt indodax ternyata fee nya 1$, gilaaaakkkkk Dan 1 lagi lelet,kirim dr indodax udah terkirim dan bscscan juga sudah di sini masih belum nyampe2 juga 😪",Negatif
"penarikan tanpa batas ! Gk ribet, mudah dipahami, mantap",Positif
"Bgus sih tp sayang, fee nya terlalu mahal.",Positif
"History transaksi sekarang nggak semuanya di tampiln,",Negatif
Aplikasi nya bagus cuma potongan nya terlalu banyak,Positif
"Ga bisa transfer ke dana, katanya ""penarikan ke dana dinonaktifkan sementara"" tapi lama banget, tolong dibenerin biar bisa transfer ke dana",Positif
"CS fast respon,..Transaksi di Triv sangat mudah dan secepat kilat",Positif
"Gua mau saran, triv ini aplikasi keuangan dan industri keuangan gak cocok pake warna gelap. Coba liat bca, bri, mandiri, atau binance aplikasi internasional sama dg triv mereka semua aplikasinya putih dan warna cerah sbg ikon logo mereka. Gelap itu gak keren gk elegan kalo dipakai industti keuangan. Tanya sama fengshui hongshui ahli metafisik dll klo gelap itu gak cocok utk industri keuangan.",Negatif
"Mantap bangettt triv emang oke, WD juga instan, depo instan, tingkatkan terus ya buat kedepannya Ditambah lagi juga koinnya 🤗",Positif
"Dp dan wd paling cepet dibandingkan market lain, top.Exchanger andalankuw. Lancar ga pake lama...",Positif
Aplikasi exchange yang bagus di indonesia dan saya senang karena biaya penarikannya murah. dan triv juga sudah nambahin BNB..senangnya,Positif
"Aplikasi yg bagus untuk pemula dan tidak ribert depo dan wdnya, beli saldo paypal juga cepet bangett, mantulll",Positif
ini baru aplikasih yg aku cari cari karena penggunanya sangat mudah. Kalian yg mau cripto an download triv aja,Positif
"kenapa triv saya tidak bisa dibuka, saldo masih ada",Positif
"Aplikasi triv ini untuk pemula yang ingin perdagangan secara digital, dengan fitur yang mempermudah kan pengguna nya.",Positif
Aplikasi crypto ini amat sangat bagus sekali dan sangat cocok untuk pemula yg baru mulai ikut trading..pokoknya tidak rugi dech download aplikasi Triv ini..,Positif
"Saya sudah download Triv aplikasi trading (jual/beli) aset kripto mengetahui dari iklan. Kebetulan saya bekerja di website dengan gaji koin seperti Bitcoin, Bitcoincash, dll. Untuk menjadikan rupiah saya sangat membutuhkan aplikasi Triv. Ketika pulsa saya habis, saya juga bisa membeli di aplikasi ini tanpa pindah-pindah aplikasi lain. Terimakasih Triv untuk kelengkapan menunya dan sudah memahami kebutuhan saya.",Positif
tolong ya kak untuk kasih tutorial karna banyak orang awam yg belum paham mengenai perdagangan digital.......,Positif
"Aplikasi ini memang yang benar benar keren, bisa buat nyari cuan juga, aplikasi ini cocok sekali sambil rebahan, pokoknya mantap sekali👍",Positif
Di tambah kan pilihan crypto nya Biar lebih banyak pilihan,Positif
Untuk pemula lumayan bagus karena fitur fiturnya sangat simpel. Dan mudah di mengerti.. sangat rekomen lah..,Positif
Aplikasi yang sangat bagus bagi yang baru tau saya infokan aplikasi ini sangat bagus sangat mudah di pahami apalagi bagi yg baru tau aplikasi ini rekomen banget deh,Positif
wah bagus sekali aplikasinya. kok aku baru tau ya ada aplikasi triv. semoga selalu bagus dan selalu bermanfaat,Positif
"Temukan kemudahan dalam transaksi dan mengetahui pasar crypto di aplikasi ini, siap menyambut era digitalisai untuk pengelolaan keuangan anda yang lebih mudah",Positif
"Aplikasi ini bagus banget simpel dan tidak ribet, buruan download aplikasi ini",Positif
"Mantap aplikasinya, ringan dan mudah..main disini pasti untung",Positif
"Mantap aplikasinya sangat mudah di gunakan bagi yang mau coba crypto aplikasi ini rekomendasi sekali, saya kasih 5 bintang deh buat aplikasi ini.",Positif
"Saya baru awan disini saya tertarik bikin usaha jual beli kripto ini rekomended banget buat kalian ,jangan lupa download ngak bakal nyesal kalian pokokny keren banget",Positif
"aplikasinya bagus dan komplit, selagi bisa wallet juga bisa bayar tagihan",Positif
"Awalnya coba-coba dulu, karena masih blom paham bener. ternyata ada beberapa temen juga pake Apk ini. jadi sambil menyelam minum air. semoga terus berkembang .Apk nya.",Positif
